doc_id,discipline,text
1050,engineering,"Strictly implement the training objectives and training specification requirements, and increase the proportion of formative assessment and practical skill assessment results in the total course score. Strictly implement examination discipline, improve the diversified assessment system, improve the monitoring, assessment and feedback mechanism of students' learning process, guide students to self-management, active learning, and improve learning efficiency. Strengthen the whole-process management and assessment of practical teaching sections such as internship, training, and graduation design."
1051,engineering,"According to the type of course and the characteristics of the course, various assessment modes such as written test, operation, works, report, certificate instead of test, and competition instead of test are adopted, and the combination of formative assessment and summative assessment highlights the humanistic quality and professional quality of students and professional skills assessment, increase the proportion of formative assessment and practical assessment, and build a multi-category assessment system for enterprises, students, teachers, and society. The assessment content, assessment criteria and assessment methods of each course are specified in the curriculum standards."
1052,engineering,"On the basis of focusing on improving the professional ability of the job, the professional group builds a diversified teaching assessment system for different teaching and practice contents of the major. The objects of teaching assessment should include students' knowledge mastery, practical operation ability, learning attitude and basic professional quality, etc., highlighting the assessment method of ability, reflecting the assessment of comprehensive quality; absorbing more industries, enterprises and relevant social organizations to participate in the assessment.
The assessment of the course-certificate integration course is based on the certificate instead of the test; the teaching assessment standard of the project-based course should reflect the characteristics of the project-driven and practice-oriented course, and reflect the unity of theory, practice, and operation, so as to determine whether the task of the project practical activity can be completed and assess the completion status, and the objects of teaching assessment should include students' knowledge mastery, practical operation ability, learning attitude and basic professional quality, etc., which are divided into two parts: knowledge and ability, and the combination of written test and practical operation is used in a reasonable proportion. The results of off-campus internships are combined with the assessment of professional teachers on-campus, the assessment of off-campus part-time teachers, and the appraisal of internship units to comprehensively assess students' professional skills, work attitudes, and work discipline.
1. For theoretical courses
Examination class: attendance 10%, homework 20%, class performance 10%, final exam 60%;
Inspection class: classroom performance, daily homework, learning attitude, and in-class exams each account for 25%.
2. For practical skills courses
The assessment for each unit is: learning outcomes (60%) + professional quality (time compliance 20% + solidarity and cooperation 10% + language ability 10%).
Subject of assessment: teacher assessment (40%) + within-group peer assessment (50%) + student self-assessment (10%) (for each within-group peer assessment, the upper limit of 90 points is within 10%).
Total course grade: (assessment score of each unit × unit credit hours)/total credit hours of the course."
1053,engineering,"1. Teaching assessment suggestions
Strengthen the quality control of the teaching process, and reform the standards and methods of teaching assessment.
The content of professional assessment should take into account cognition, skills, emotion, etc., and the assessment should reflect the diversification of assessment standards, assessment subjects, assessment methods, and assessment processes, such as observation, oral exams, written exams, on-the-job operations, vocational skills competitions, and professional qualifications appraisal and other assessment methods are encouraged to carry out third-party assessment.
Assessment content: should be combined with the usual learning situation, highlighting the knowledge, skills and attitudes in the course examination.
Assessment methods: assessment by teachers in industries, enterprises and relevant aspects of society, assessment by course teachers, student group assessment; course assessment can also take the form of examination, that is, the combination of theoretical assessment and practical assessment, the combination of assessment of student works and the assessment of knowledge points and abilities, and the assessment of students' skills in the actual working environment can be adopted.
Assessment criteria: The assessment criteria for course learning should be clear, such as the proportion of each knowledge point and ability assessment; the proportion of students' learning outcomes at each stage in this course, etc.
2. Suggestions for teaching assessment
(1) It is recommended that the professional basic courses adopt the combination of written examination and practical ability assessment. 30% of the practice, 70% of the written test;
(2) Professional core courses and professional development courses adopt a combination of skills test, written test, professional quality tests, part of the courses can take the form of oral test; written test or oral test accounted for 40%, skill test including functional test, formative assessment accounted for 50%; professional quality accounted for 10%;
(3) Practical teaching courses mainly adopt skill testing and professional quality, focusing on functional testing, craft assessment and formative assessment;
(4)The assessment for on-the-job internship and graduation project is conducted by assessment committee composed of school-enterprise personnel based on student attendance, weekly internship report, on-the-job internship summary, graduation design thesis or work, appraisal report of the team leader or instructor, and appraisal of the student by the enterprise or the defence situation.  One of the four-grades (excellent, good, pass, or fail) is given after comprehensive assessment. "
1054,engineering,"1. Assessment of professional theory courses
The professional ability assessment of this major draws on the successful experience of existing majors, and sets up flexible and diverse assessment methods according to the nature of the courses.
Effective reforms have been carried out on examination methods, and an assessment system for theoretical and practical teaching has basically been formed to promote teaching reform and improve teaching quality. The assessment methods of theoretical teaching are diversified, such as open-book, closed-book, written test, oral test, papers, etc. The determination of grades is based on three parts: exam grades (50%) + skill grades (30%) and usual grades (20%).
In view of the particularity of this major, the use of written examinations cannot accurately reflect the mastery of students' professional skills. For this reason, we have reformed the assessment methods of some courses. We adopt flexible examination methods, including written examination, actual laboratory assessment, teacher's questioning and other examination methods. For professional training, we have formulated detailed assessment standards and methods, and assess based on daily performance, innovation ability, comprehensive design ability, etc., scientifically and truly assess the mastery of students' professional skills.
The course design assessment is composed of five parts:
(1) Regular attendance 10%
(2) Practical hands-on ability 30% 
(3) Innovation ability  20%
(4) Q&A, defense 20% 
(5) Design report 20% 
2. Training course assessment
The professional training assessment results are composed of four parts:
(1) usual grades, including the usual attendance and the operation of each part of the training, account for 10% of the total score.
(2) unit assessment results, which examine the mastery of knowledge at each stage, account for 30%.
(3) comprehensive design and assessment results to examine the comprehensive application ability of the knowledge of the module. Grades are assessed based on the design report and defence, account for 50%.
(4) training records and summaries, which mainly examine students' records of the entire training process and the summary of the entire training tasks, which account for 10%.
3. On-the-job internship and follow-up internship assessment
Follow-up and on-the-job internship performance assessment consists of 3 parts
(1) Internship reports and related design materials, accounting for 40% of the total score
(2) school and enterprise instructors assess the grades according to the performance during follow-up and on-the-job internship, accounting for 30%.
(3) Graduation defense score, which accounts for 30%."
1055,engineering,"Academic assessment
1. Pay attention to formative assessment. Strengthen the assessment of the whole teaching process, including the preview of pre-class tasks, the completion of classroom tasks, and the participation in after-class development activities. Teaching projects should be scientifically designed, moderately difficult, and involve the purpose of talent selection.
2. Pay attention to skill assessment. With the goal of cultivating vocational skills, the theoretical teaching of professional courses should be carried out around scientifically designed practical projects.
3. Certificates can be used instead of exams. Actively promote the examination of professional vocational qualification certificates and vocational skill certificates, and some courses can be replaced by certificates after review and approval."
1056,engineering,"5. suggestions on teaching assessment
Forming a comprehensive and reasonable assessment system is one of the important contents of the teaching reform of higher vocational education, and it is an important entry point and breakthrough point of the teaching reform. It includes two parts of assessment. The assessment is the assessment of the teacher's teaching process and the assessment of the students' academic performance. The basic principles of ""four combinations"" are adopted for the assessment of students. One is the combination of professional ability and professionalism assessment; the other is the combination of theoretical assessment and practical assessment. The third is the combination of formative assessment and summative assessment; the fourth is the combination of student self-assessment, peer assessment and teacher assessment as a comprehensive assessment of the completion of unit tasks. The assessment of students focuses on the following three aspects.
(1) Diversified examination formats
In order to better examine the comprehensive quality and ability of students, it is necessary to adopt a variety of assessment forms. Based on traditional written examinations (closed-book examinations, open-book examinations), achievement assessment (major assignments, course design and thesis, etc.), operational task assessment (practical operations, etc.), oral examinations, computer-based and online assessment, self-assessment and group assessment (student course unit learning report, group cooperation and cooperation awareness, team contribution, etc.) and other assessment methods are carried out. In particular, the combination of two or more assessment forms is advocated to comprehensively assess students.
(2) Socialization of assessment content
The content of the assessment should refer to the requirements of the professional position, introduce professional qualification standards, introduce industry technical standards, reduce the content of rote memorization, increase the content of hands-on operation assessment, and pay attention to the assessment of students' learning ability, professional ability and comprehensive quality. Introduce social occupational skills assessment standards into the assessment of corresponding courses, such as ""Motor and Electrical Control Technology"", ""Programmable Controller Technology and Application"", ""CNC Machine Tool Electrical Control"" and other courses, according to the national maintenance electrician intermediate and advanced and technician appraisal standards.
(3) Full assessment process
Break the ""one size fits all"" final assessment time, and achieve the whole-process assessment.
"
1057,engineering,"A combination of teaching process and objectives is adopted, that is, formative assessment and summative assessment. Formative assessment refers to the assessment of students' learning attitudes and various assignments during the teaching process; summative assessment refers to the assessment of students' overall skills at the end of the teaching module.
During the assessment process, the following points should be noted:
(1) Combine classroom questioning, on-site operation, after-class assignments, module assessment and other means, strengthen the assessment of practical teaching sections, strengthen the intensity of formative assessment, and pay attention to process considerations;
(2) Emphasize the integrated assessment of theory and practice, and strengthen guidance for students to change their learning methods;
(3) Emphasize that after the course is over, combined with the comprehensive assessment of real products, give full play to students' initiative and creativity, and pay attention to the assessment of students' comprehensive professional ability and level."
1058,engineering,"The content of academic assessment should include cognition, skills, and emotions, etc. The assessment should reflect the diversification of assessment standards, assessment subjects, assessment methods, and assessment processes, such as observation, oral test, written test, job operation, vocational skills competition, and professional qualification appraisal. Strengthen the quality control of the teaching process, and reform the standards and methods of teaching assessment."
1059,engineering,"Course assessment: According to the characteristics of the course, such as many knowledge points, wide knowledge correlation, and strong practicality, and according to the job competency requirements of the mechanical and electrical industry, the propositions of the assessment section should be in line with the vocational qualification assessment as much as possible, add subjective analysis and operational skills training questions, and gradually establish a scientific assessment standard and question bank of appraisal, so that it can truly detect the professional skill level of students.
1) The assessment content, reformed from the traditional “knowledge assessment” as the main and the “ability assessment” as the supplement, to the current “ability assessment” as the main and the “knowledge assessment” as the supplement.
2) The assessment time, reformed from the traditional ""mid-term exam"" and ""final exam"" as the main, to the current ""formative assessment"" as the main, which is to observe and understand students' mastery of relevant knowledge during the training process. the actual hands-on ability and the completion of the entire project as the main basis for the usual grades.
3) The assessment method, refromed from the traditional final “examination paper”, to a combination of the final exam with the usual grades. The final exam mainly examines students' mastery of relevant knowledge points throughout the course, the usual grades include research-based learning, case analysis ability, discussion ability, on-site hands-on ability), it is the embodiment of students' ability to analyse, solve and practice problems in the whole learning process, and truly achieve the improvement of students' ability.
4) Theoretical teaching adopts the method of combining written examination and practical training assessment; comprehensive training adopts the method of combining thesis (or report) and defence; comprehensive practical training and internship adopts the method of combining internship report, oral examination, and comprehensive operation ability assessment. For the theoretical teaching of this course, the scores are as follows: 60% for the written test and 40% for the practical training assessment; for the comprehensive training: 40% for the thesis (or report) and 60% for the defence; The results are assessed as follows: 20% for the practical training (internship) report, 20% for the oral exam, and 60% for the comprehensive operational ability assessment.
5) In project-based teaching, typical work tasks are used as the basis for assessment, flexible and diverse assessment methods are adopted, and specific performance assessment methods are formulated. When setting the assessment method, theory and practice are combined. There are practical training task assessment that mainly assess professional abilities, and knowledge assessment that test cognitive levels. The teaching effect assessment adopts the method of combining formative assessment and summative assessment, and focuses on assessing students' professional ability through the combination of theory and practice.
2. On-the-job internship assessment: The learning of modern apprenticeship is an organic combination of practical training in the enterprise and learning in the classroom. Generally, the form of school-enterprise cooperation and work-study integration is implemented. Based on the three-year school system, students spend 1/2 of their time in enterprises for training and 1/2 of their time in schools to learn theoretical knowledge and professional skills. In the form of ""1.5+0.5+1"", one and a half years are spent in school to learn theoretical knowledge and master the most basic skills, and half a year to conduct ""project training"" or ""rotation training"" in the enterprise (depending on the actual situation of the enterprise), and then go to relevant enterprises for “on-the-job internship” or “follow-up internship” in the following year. 
The results of off-campus internships are composed of three parts: the assessment of professional teachers in the school, the assessment of part-time teachers outside the school, and the appraisal of the internship unit. The professional instructors in the school should assess the students' internship situation according to the students' on-the-job internship assignment statement, combined with the students' on-the-job internship summary, stage report and phased inspection, and the score accounts for 50% of the total score. Off-campus part-time instructors should assess their on-the-job internship status based on students' professional skills, work attitude, and work discipline during the internship process, and the score will account for 30% of the total score. The internship unit mainly assesses the student's attendance, work attitude, work results and performance, and the score accounts for 20% of the total score."
1060,engineering,"It mainly adopts the principle of combining formative assessment and summative assessment (formative assessment), with learning formative assessment as the main and summative assessment as a supplement. The learning formative assessment accounts for 60% of the total score, and the summative assessment accounts for 40%. Among them, the assessment of the learning process should include the students' attendance and learning attitude (including attention in class, homework, works or the completion of individual professional competence training), etc. Summative assessment is the final paper (on the computer) examination or inspection at the end of the course. Courses assessment may also be replaced by comprehensive vocational competency training program assessment.
"
1061,engineering,"Establish a curriculum assessment system of various forms, absorb industry enterprises and the society to participate in the assessment of students, and highlight the assessment of professional ability. Through diversified assessment, comprehensive assessment of students' professional ability and job skills is carried out to stimulate students' autonomous learning, encourage students' personality development, cultivate innovative consciousness and creative ability, and cultivate students' professional ability.
The assessment adopts a variety of assessment methods such as written test, practical skills assessment, project implementation skills assessment, job performance assessment, vocational qualification skills appraisal, manufacturer certification, and skill competitions. Depending on the course, one or more of these assessment methods are used. 
Written test: It is suitable for courses with strong theory and is organized by professional teachers.
Practical skills assessment: suitable for courses with strong practicality. The skills assessment should determine the corresponding main skills assessment projects according to the job skills requirements, and the assessment will be jointly organized by full-time and part-time teachers.
Project implementation skills assessment: The comprehensive project training course is mainly taught through projects. The course assessment aims to comprehensively assess students' knowledge mastery, knowledge application, professional skills, innovation ability, work attitude and teamwork. Project implementation can be adopted. formative assessment and practical skills assessment are combined for comprehensive assessment, and the assessment is jointly organized by full-time and part-time teachers.
Job-performance appraisal: Courses and practices set up in the enterprise are jointly assessed by the enterprise and the school. The enterprise assessment is mainly based on the performance assessment of students at the enterprise.
Vocational qualification skills appraisal and manufacturer certification: This major also introduces vocational qualification appraisal and manufacturer certification to assess students' professional ability. Students participate in the vocational qualification certification assessment, and the obtained certification serves as the basis for student assessment.
Skills competition: Actively participate in various professional skills competitions organized by relevant departments and colleges of the state and the province, and use the results obtained in the competition as the basis for student assessment.

1.	internship Assessment
Professional attitude requirements: love and devotion to work, work steadfast, strong learning ability, and establish the idea of ownership.
Professional ethics requirements: economical, safe and civilized production. During the internship, students are required to always adhere to the concept of ""safety first"", strictly abide by the rules and regulations of the factory, and obey the unified management of the intern teacher.
Internship job requirements: The on-the-job internship position should be a job related to the major.
Requirements for assessment materials: Submit relevant materials such as on-the-job internship records, on-the-job internship reports, on-the-job internship assessment forms, complete the tasks of instructors and students at various stages of on-the-job internship, and do a good job in organizing and filing the on-the-job internship process materials.
At the end of the job internship, the internship unit and the school teachers will jointly assess the job internship results. During the internship, students will conduct a comprehensive assessment based on organizational discipline, work attitude, task completion, the quality of the internship report, the opinions of the internship unit, and the opinions of the internship instructors, and the internship results will be assessed. Among them, discipline and work attitude accounted for 20%, team spirit accounted for 10%, work quality accounted for 40%, internship report accounted for 10%, and the opinions of internship units and instructors accounted for 20%. The performance of the on-the-job internship is assessed according to the five-point scoring system of excellent, good, medium, pass and fail.
In any of the following situations, the grades will be regarded as failing: ① Those who fail to meet the basic requirements stipulated in the internship outline, the internship report is sloppy, or the content is obviously wrong; ② Those who have not participated in the internship for more than one third of the total internship time; ③ There are disciplinary violations in the internship, and the education does not change or there are serious disciplinary violations."
1062,engineering,"It is divided into school assessment and enterprise assessment, of which school assessment and enterprise assessment are divided according to the proportion of course theory and practice. The assessment of students' learning mainly adopts the principle of combining formative assessment and summative assessment. Formative assessment is mainly based on the learning process assessment to the implementation of practical training in the enterprise, supplemented by the summative assessment, the formative assessment accounts for 60% of the total score, and the summative assessment accounts for 40% of the total score. Among them, the learning process assessment should include students' attendance and learning attitude (including the status of attending lectures, homework, the completion of works in the company or the completion of individual professional competence training), etc.; summative assessment and courses, final paper (on the computer) examination or inspection, some courses can also be assessed by comprehensive professional competence training projects. Internship assessment for students is carried out by companies for each student."
1063,engineering,"The learning assessment of professional core courses and professional skills courses for students majoring in mechatronics technology introduces the national vocational qualification grade appraisal standards, and focuses on 6 projects including ""cross-talk with others, communication with others, information processing, self-learning, independent innovation, and problem solving"". For the cultivation of vocational core competencies, the achievement of third-class or above in vocational skills competitions at the provincial level and above can be converted into skill course results. Professional quality courses are comprehensively assessed by on-campus teachers, and the scores are divided into three parts: homework, daily performance and final examination; professional skills course assessment are conducted separately according to the learning situation, and the total score of the course assessment is the accumulation of the learning situation assessment results according to a certain weight. Learning situation performance is assessed from three aspects: knowledge, skills, and attitude. The quality development course is comprehensively assessed by the teachers in the school, and the assessment results are given mainly based on the students' usual performance, operational ability, technical report and attitude. The on-the-job internship assessment is jointly assessed by the corporate instructors and the on-campus instructors and is mainly based on the corporate assessment. The school instructors are mainly based on the students' on-the-job internship summary, on-the-job internship weekly journal, graduation design thesis, graduation defence and guidance records."
1064,engineering,"According to the training objectives of this major, with students as the main body, a multiple assessment system is established, focusing on formative assessment.
1. Assessment method for pure theoretical courses: The examination can be closed-book or open-book. The overall assessment results include extracurricular assignments, usual tests, experiments, final exams, etc., each of which accounts for a certain percentage. Each course determines the appropriate ratio according to the specific situation. 
2. Assessment method of pure practical course: formative assessment and summative assessment are combined, and qualitative assessment and quantitative assessment are combined. Each course determines the appropriate ratio according to the specific situation.
3. Assessment method of theoretical + practical course: Combine knowledge, skills and quality assessment, and use information technology to strengthen formative assessment. Each course determines the appropriate ratio according to the specific situation.
4. Appraisal method for on-the-job internship: The assessment of students' internship performance is divided into two parts: one is the assessment of students by the instructor of the internship unit, which in principle accounts for 60% of the total score; the second is that the school's internship instructors assess the students' internships, which in principle account for 40% of the total score."
1065,engineering,"Docking with credit banks, innovating the integration of documents and certificates, introducing industry (enterprise) standards for general equipment manufacturing, metal products, machinery and equipment repairing, and other manufacturing industries, combined with professional qualifications, 1+X certificates, professional skills assessment standards and other standards to achieve mutual recognition of credits; teachers, corporate tutors, and students are the subjects of assessment; a formative assessment method consisting of three parts: learning process, project assessment, and comprehensive test assessment is adopted; through self-assessment, peer assessment, and comments, combined with cloud classroom. The whole process of assessment before, during and after class ensures the participation of multiple subjects and effectively promotes the achievement of teaching goals.
2. Internship assessment
The teaching assessment is carried out in the school-enterprise dual assessment mode, combined with the formative assessment and the summative assessment; the students' on-the-job internship scores are composed of on-the-job internship weekly diary (accounting for 30%), on-the-job internship summary report (accounting for 20%), on-the-job internship enterprise appraisal (50%)."
1066,engineering,"The mechatronics major currently adopts the step-by-step teaching mode of ""lecture, simulation, and practical operation"". The assessment of students is based on the principle of sufficient professional knowledge and focuses on the mastery of professional skills. In the assessment, the usual grades + examination grades are used, and the final weighting is used to obtain the total grade of the course. Actively organize and lead students to participate in professional skills competitions, focusing on assessing students' collective awareness and teamwork spirit. Organize students to carry out practical training and practice and focus on assessing students to develop good professional qualities of dedication, craftsmanship, and innovative thinking."
1067,engineering,"Highlight the principles of ability assessment, comprehensively consider factors such as national occupational standards, enterprise job competencies, and students' career development, and combine formative assessment in the teaching process with summative assessment based on enterprise work tasks to highlight professional validity.
(1) Assessment content. Assessment aims at students' comprehensive professional ability, including students' professional ability, methodological ability and social ability to complete work tasks, as well as major-related professional quality.
(2) Assessment methods. On-site operation, written test, oral test, practical operation, works display, comprehensive homework and other methods are adopted.
(3) Assessment means. According to the characteristics of the integrated curriculum, the formative assessment and summative assessment are combined. Formative assessment is the assessment of students' learning attitudes and various homework situations during the teaching process. It is composed of three parts: student self-assessment, peer assessment in groups, and teacher assessment; summative assessment is conducted by the vocational skills appraisal department and the enterprise. The content of the assessment should use tasks that students have not learned and that are similar in difficulty to those they have learned as the carrier of assessment.
During the assessment process, pay attention to the following points:
1. Combining classroom questioning, on-site operation, after-class assignments, module assessment and other means, strengthen the assessment of practical teaching sections, strengthen the intensity of formative assessment, and pay attention to formative assessment;
2. Emphasize the integrated assessment of theory and practice, and guide students to change their learning methods;
3. Emphasize that after the course is over, combined with the comprehensive assessment of real products, give full play to students' initiative and creativity, and pay attention to the assessment of students' comprehensive professional ability and level.
Compulsory (examination courses) courses are assessed on a percentage system, with 60 points being a pass.
Elective (inspection course) courses are recommended to be assessed according to the learning tasks. The assessment criteria of each learning task can refer to the course standards, and the assessment is divided into four grades: excellent, good, pass, and fail, and will be included in the corresponding credits."
1068,engineering,"1) Quiz. Two quizzes per semester for courses with 4 or more hours per week; at least one quiz per semester for courses less than four hours per week.
2) Exam. The School of engineering organizes the propositions, arranges invigilators, and the Department of Teaching and Research organizes centralized marking, statistics, and reports to the Academic Affairs Office of the college to announce the results.
3) Assessment of theoretical courses. The assessment method of theoretical courses has changed from the traditional ""final"" to ""process"" + ""final"". The content of the assessment was changed from the traditional ""emphasis on memory"" to ""emphasis on thinking"" and ""emphasis on operation"". Teachers' assessment of students is mainly based on the examination of students' thinking ability and innovation ability, and the cultivation and assessment of practical and experimental skills are an integral part of course assessment to stimulate students' thinking and inquiry ability. The assessment results are scored according to the percentage system, including three parts: usual results, practical results and final examination results. The usual grades are assessed according to students' attendance, homework completion, and participation in discussions, accounting for 30% of the total grade; of which, attendance accounts for 5%, homework accounts for 10%, classroom learning behavior accounts for 5%, and stage academic test 10%. formative assessment course project task assessment or experimental skill assessment accounts for 30% (40% for elective courses, limited elective courses, and inspection courses). Practical achievements are comprehensively assessed from the aspects of students participating in experiments, completing experiments, and experimental reports; the formative assessment course project task assessment is based on the quality of students' project completion. The sum or average of the scores of multiple project tasks is used as the summative assessment score. The summative assessment is the final exam, which mainly examines the students' overall learning of the course through the final exam paper, accounting for 40% (30% for elective courses, limited elective courses, and examination courses).
4) Assessment of theory-practice integrated course
The assessment of students' performance is based on the students' usual performance, task completion and summative assessment. And it is mainly based on the process assessment task completion and uses the cumulative scoring system.  Among them, the formative assessment includes the performance during the usual class, the task completion and the task defense, accounting for 60%; the summative assessment is based on the principle of examining students' comprehensive application ability, taking into account the mastery of basic knowledge and basic theory, and the results are based on the assessment topics and accounts for 40% of the overall grade.
5) Assessment of individual training courses
Individual training assessment are scored on four levels: excellent, good, pass, and fail.
6) On-the-job internship
During the internship, students are subject to the dual assessment of the school and the internship unit, and both the school and the enterprise jointly complete the assessment of the students.
The assessment of the students by the instructor of the internship unit
Professionalism 10%, learning ability 10%, cooperation ability 10%, work quality and work performance 20%. The results account for 50% of the total internship grade.
The assessment of students by school instructors
Skill level 10%, internship attitude 10%, internship discipline 15%, internship manual 15%. The results account for 50% of the total internship grade.
The assessment is divided into four grades: excellent (> 85 points), good (70 points ≤ x < 85 points), qualified (60 points ≤ x < 70 points) and unqualified (< 60 points). Those who fail to pass the internship and cannot obtain the corresponding credits should postpone their graduation, fill up the relevant internship tasks by themselves, and pass the internship assessment with qualified results. 
Students who do not participate in the internship without any reason or those who fail the internship will not graduate according to the student registration management regulations of Shandong Chemical and Engineering Vocational College. For those who fail to participate in the internship or fail the internship for some reason, the school will be responsible for arranging the internship and assessing their internship results.
"
1069,engineering,"It is suggested that the learning assessment should be mainly based on the formative assessment, supplemented by the summative assessment.
(1) It is recommended to use a combination of written test and practical ability assessment for professional basic courses, with practical scores accounting for 40% and written test scores accounting for 60%;
(2) It is recommended to use a combination of skills test and written test for professional competence courses and professional development courses, and some courses can take the form of oral test; written test or oral test accounts for 40%, and skills test includes functional test, craft assessment and formative assessment, accounting for 60%;
(3) Vocational skills training courses mainly use skills testing, focusing on functional testing, craft assessment and formative assessment;
(4) Graduation job Internship is assessed by the assessment committee composed of school-enterprise personnel based on  student's attendance, internship report, on-the-job internship summary, the instructor's appraisal report on the student, and the company's appraisal of the student or their defense."
1070,engineering,"Adhere to the combination of examination and inspection; adhere to the combination of process and summative assessment; adhere to the diversification of assessment methods; adhere to the principles of fairness, impartiality, integrity and rigor in course assessment work.
(1) Composition of course grades
Type A courses (pure theory courses) the inspection courses are composed of 40% of the usual grades and 60% of the final grades; the examination courses are composed of 30% of the usual grades and 70% of the final grades. Type B and Type C courses (theory plus practice courses, pure practice courses), regardless of examination courses or inspection courses, will account for 30% of the usual grades, 30% of the formative assessment grades, and 40% of the final grades.
(2) Scoring
All grades, whether in the examination or in the inspection courses, are scored by a percentage system, that is, the usual grades, the formative assessment results and the final grades are all recorded as 100 points, and the final grades of the course assessment will be converted according to the proportion of grades.
(3) Composition of usual grades
The usual grades consist of mid-term assessment, usual tests, daily attendance, usual homework, classroom discussions, practice reports or investigation reports.
(4) Composition of formative assessment results
The course grade consists of the completion of classroom practical tasks in Type B and C courses. The two types of courses should focus on formative assessment, to achieve full monitoring and communication, so as to teach students in accordance with their aptitude, and the assessment methods and content should adapt to students' learning and thinking habits.
(5) Final grade composition: The final results for Type A and B Examination courses are determined by closed-book written test. The final results for Type A and B inspection course are determined by closed-book examination, open-book written examination, oral examination, combination of oral and written examination, defense, thesis, computer or practical operation, etc. The final results for Type C examination courses are determined by randomly testing the students' mastery of the practical teaching content of the course.  The final results for Type C inspection courses are determined by internship assignments, and reports. Regardless of B or C courses, corresponding assessment plans and scoring standards must be formulated in the assessment of practical operation.
(6) Others
For the courses offered to obtain the skill level certificate, the course grades can be determined by appraisal examination results, that is, the appraisal grades are equivalent to the course grades.
Students' on-the-job internship or work-study alternation will be assessed according to the school's on-the-job internship management method."
1071,engineering,"The professional core courses of this major strengthen the quality monitoring of the teaching process, reform the standards and methods of teaching assessment, and actively implement the ""result-oriented"" formative assessment.
The content of students' academic assessment should consider the aspects of cognition, skills, emotions, etc., including students' knowledge mastery, practical operation ability, learning attitude and basic professional quality, highlight the assessment of ability, and reflect the assessment of comprehensive quality. With the goal of cultivating socialist builders and successors, making everyone outstanding and serving the country's strategy, a comprehensive assessment of students' home and country feelings, values and quality education is carried out, with the 433-training project as the starting point, comprehensively assess the overall quality of students from their participation in the second-classroom activities such as club activities, skills competitions, and innovation, and entrepreneurship , etc..
Based on highlighting the improvement of the job professional ability, a diversified teaching assessment system is constructed for different teaching and practice contents. Diversified assessment methods such as on-site assessment, examination, vocational skills competition, and vocational qualification certificate appraisal are adopted.
By attracting more industry enterprises and relevant social organizations to participate in the assessment, a multi-party assessment mechanism for teachers' assessment, peer assessment of students, school assessment, and comprehensive participation of enterprises has been established. Take the opinions of the society and employers as important indicators of teaching assessment, integrate the teaching assessment indicators with the occupational demand indicators of the enterprise, and reflect the entry standards and requirements of the corresponding occupational positions into the training process. Based on the deep participation of enterprises and the joint evaluation of multiple parties, a scientific, reasonable, and highly operable teaching assessment system should be established."
1072,engineering,"The content of the student's academic assessment should take into account cognition, skills, emotions, etc. The assessment should reflect the diversification of assessment standards, assessment subjects, assessment methods, and assessment processes, such as observation, oral test, written test, job operation, vocational skills competition, vocational qualification appraisal and other assessment methods. It is necessary to strengthen the quality control of the teaching process and reform the standards and methods of teaching assessment. Compilation requirements: Mainly include teaching staff, teaching facilities, teaching resources, teaching methods, teaching assessment, quality management, etc., should meet the requirements of training objectives, talent specifications, should meet the needs of teaching arrangements, should meet the diverse learning needs of students. Industry enterprises should be actively involved."
